pos_error,ang_error,N_eff
11.152920061165275,0.08320743449237694,1.0
11.2481248134636,0.08026347127524629,1.0003360017379763
11.300217718653718,0.05873548612976901,1.013252423597402
11.351336425589812,0.07028930935980185,1.0026499664623731
11.373795710568592,0.06002432873075441,1.0106030224895306
11.417448039695085,0.0717560117933725,2.359012121812579
11.469073411346455,0.08733349253680212,1.8577370751767082
11.513918379589885,0.10110838984803606,2.2103744607254994
11.546860047130066,0.08039724252613181,1.0306516123033782
11.51238528429314,0.08360739570061398,1.5014436357703316
11.554187711677045,0.08479818303684183,1.5106597429072857
11.512000226100398,0.094277468537659,2.50256375196825
11.443519448521453,0.10115787076827068,1.0000000000064415
11.441495107741327,0.10596477485188258,2.2449121116953075
11.351879228061726,0.10619830696839286,1.0
11.34433564485641,0.104902762785348,1.9760124461205497
11.344520436068294,0.11827065892392427,3.9459739660162345
6.40343088201083,1.7995786781124468,1.0
6.2291387299415835,1.7699054538219385,1.030213264265775
6.110922201817565,1.7446723498016996,1.0000000522155632
5.97669635465647,1.712601823098286,1.002392547317049
5.799103275261872,1.6934399614070677,1.000000002222302
5.6293423298637375,1.6955696308066315,1.1204578923462607
5.47507427145103,1.6970614730806612,1.6567954089941073
5.3104739942860295,1.6859845753169087,1.0271532551561302
5.171785377211279,1.6758007915763165,1.2296225242014192
5.111291208726987,1.6550967163097727,1.791734518842119
5.022874438944011,1.6581858979140731,8.847586087061888
4.914427302954636,1.662115250375825,1.1132375823043816
4.858917586237401,1.6615919260000351,3.4281344579422046
4.837878766298015,1.6341028071140087,2.017022461619941
4.816271971162258,1.6174383947567443,1.0068762812938616
4.833491192969457,1.5840562258023263,1.0000000007596825
4.786789732542402,1.579808139535534,1.0000007413606689
17.329535238475906,3.085674501017998,1.0
17.14717822510735,3.0970794648850557,1.2041098133972297
16.967687855651317,3.1307011048043716,1.2346991524007742
16.801374914724658,3.1253267424052438,1.2985890176913337
16.61749002359908,3.120198086809731,1.29499681270532
16.447231521107014,3.1160998880278834,1.7510939240426422
16.300684643733927,3.1132043728961833,1.0866604163948477
16.130058545182404,3.1303901716560585,1.0962122846562166
15.932515290482469,3.111507198453173,1.0000051069938989
15.699283660125309,3.092831263706125,1.021538682903179
15.496296385992721,3.1054379773070884,1.0000516837832434
15.26569744081119,3.108193431916845,2.241536415304514
15.022236393265997,3.1124362723652927,1.003229853979235
14.854304592150658,3.118202814934993,1.0000004351446288
14.67756580789467,3.102286701164648,1.0018807199415907
14.433952372638707,3.1021901710857955,1.7644270709561494
14.225970906376135,3.122998493294789,1.1498832467581732
14.022227368754406,3.1235756196610582,1.3722871140189519
13.780299044255974,3.1294587171075463,1.000000000834516
13.611882677257292,3.1341922283083545,11.185378568885078
13.470075582773378,3.121140408081854,1.0
13.332550322294667,3.136163377312673,1.0000000000019496
13.134133597676234,3.1305598776624657,1.6469795855547276
13.116398303668703,3.1208610065937945,1.0003038425646609
13.02777083752184,3.12487937710813,1.0000000000000027
12.891638255758378,3.125584648330589,2.2472809619133507
12.755283108792025,3.1239204731250925,3.644959981862729
12.590913584134936,3.132522136449919,1.1558152658162568
12.487136642634084,3.1402601957786644,1.0060211107397001
12.366879356617057,3.1332684114629012,1.0020220796757073
12.182797627196477,1.6079405198289012,1.0
12.419923586676207,1.6345872320518418,1.0000554263212331
12.69530121437777,1.64240166523824,1.0591611685899107
12.983428210006597,1.6397215550739423,3.0246399730861477
13.248889300426882,1.6317131839421581,1.3081631807829817
13.518481888684455,1.6226694259713559,3.4574273319611524
13.76414630440464,1.6205742683146616,3.559290396444346
13.976542984236564,1.6192831673089,4.744981138906448
14.108860601708315,1.6057974712985834,1.0000000497418178
14.28569253703144,1.6227563075073002,1.0631260853668676
14.397199810425462,1.6238929572908445,1.0000004415240182
14.57557011751189,1.6244449249036923,1.0560574095597406
14.638555291009235,1.6280042288172936,1.000001678706585
14.829075732358945,1.6245746585500582,1.0995337783023065
15.006667587766465,1.6272988921922233,1.0000009935628047
13.781890814096009,1.560740742890037,1.0
13.697003295669585,1.5502303731038343,8.311087354625696
13.586295886936451,1.5426236558026718,1.3681152477842524
13.491507361806123,1.5484463544579266,1.0000000000679283
13.451515145457378,1.533514801793055,1.0
13.4492949932333,1.5351479209518033,7.665318966912979
13.469076125582554,1.5216351610269339,1.2495620015226865
13.455174470262119,1.5019219648718392,1.0000324134366145
13.477229173824599,1.5113884586784305,3.693253447887801
13.478951804848188,1.5215016225984532,6.028417688256137
13.446744232413504,1.500842700876435,1.0
13.454447748958765,1.5144432197487296,1.2081278336438597
13.439260307850065,1.5234115993404012,12.921645890619134
13.445575316644348,1.511463461731265,1.0000000000000182
13.456603044371207,1.5255269406339012,3.835713943163159
13.454953623552845,1.53591932591094,12.912543544686352
13.51434557445869,1.5509729675922845,1.1464471715367393
13.237950154028002,1.5300959445545217,1.0
13.301269639141491,1.5328779945643478,2.9094661925689733
13.383882334132451,1.5333910295135038,1.4615481811940234
13.466829555561482,1.542167617311655,1.325131484941927
13.52319677095284,1.554802600925395,1.2975321028189277
13.586728336234803,1.5680574303429056,1.0000476663705276
13.645968283317174,1.5787141725433762,1.7878997481082528
13.757242545962189,1.5680388546768684,1.0001422763359982
13.78611132672239,1.5358797839186409,1.000000003276265
13.881501739783484,1.5139620099014877,1.0033459259886899
13.997702719641161,1.5108729592241323,1.0000212159949717
11.229798656207134,1.5502994004332888,1.0
11.072079003387472,1.561537052091761,1.0004970247248863
10.916311717219408,1.5794861066656214,1.0000000021753204
10.709995079039981,1.608041937887058,1.0001087916856264
10.41702502568205,1.6087278976560173,1.191183580310064
10.191782129424729,1.6211369263697757,9.347473736996873
9.906235469385663,1.6274825245746178,1.0642255282584234
9.657413610832988,1.6340270161512132,4.677053271281964
9.479593013287689,1.6299409494309725,1.9453086284523735
9.27438419764218,1.6426734886505137,1.8067655692210565
9.131745135091975,1.6436852264200763,1.078136965574492
8.927691194064396,1.6474385574256714,2.9840318721832206
8.735173541120162,1.6534107180172046,2.7015779804493576
8.567730805936424,1.657774540598047,1.2024342089926645
8.37473358356267,1.6596078608005085,2.038441360581488
8.186524108163026,1.6658792198797137,2.836856902921239
8.000475045790072,1.6696476160154294,1.1877477804859078
7.795553402054643,1.6718346582644001,3.2369852230696092
28.420517257028173,3.140171355182828,1.0
28.654897296010667,3.125780838919656,1.0001487538460698
28.900647834281223,3.1272239926442458,1.0016271491101418
29.127970709926643,3.114776542258289,1.9505627364608653
29.363621463973026,3.1046391394589685,1.0071486031757062
29.56054828622828,3.1132881065744935,3.5182630626505054
29.704588370012697,3.110419343505625,2.9542151506969954
29.86204495788273,3.1147680778279443,1.041594243799511
29.996450633743827,3.098890491047634,1.0033193091980648
30.136974618395012,3.0968509888426623,1.7781278721229925
30.235880560731008,3.099388654141628,1.000087732456657
30.377290707315037,3.1208823596467576,1.0
30.594346904178206,3.090117553078038,1.0776422372981853
30.837483190409912,3.081438522846093,1.0000000000000004
30.94253008722948,3.0874304360438902,1.0080488821391311
31.12493538062922,3.0872574851476684,1.0034256255907168
31.238267935057383,3.0907785316573655,1.0000000009869838
31.387636351422493,3.094509348988176,1.000018770547568
31.528322340081463,3.0961975626034755,2.28024753408836
31.645107055122974,3.104237164889257,1.0045132738058178
31.779006017115105,3.113979699674948,1.0000000144831322
31.94580310371956,3.141568218610157,1.0000000087361172
32.095120958793714,3.128097102508185,1.124085306116863
32.199573224889946,3.124274337656421,1.0010280311890325
32.336547772890626,3.1165115432805788,1.0000000142110286
32.4773322907899,3.1222973614059817,2.9140265440106283
32.37104419887935,3.126885992080317,1.0033035610729952
32.31050409819029,3.1359293056974415,4.368509911538208
32.313346070981616,3.1403491732934006,4.551057236420848
32.238715707723834,3.1395025416920475,4.928912404962404
32.20147431996521,3.1220675037932337,1.0000000029556935
32.22979484568278,3.122746181186953,10.76685648306098
32.26311237008556,3.125325410498107,3.385002069105331
32.25630329600871,3.108220903025188,11.750430401235311
32.26454881096616,3.1251612612904474,5.351462484041509
32.22921643514265,3.132197410273392,28.779541087288067
